src_ip,dst_ip,src_port,dst_port,protocol,ml_predicted_anomaly,ml_anomaly_score,suricata_alert,suricata_signature
192.168.3.131,65.54.95.140,56037,80,TCP,0,0.055,0,
192.168.3.131,65.54.95.140,56038,80,TCP,0,0.035,0,
192.168.3.131,65.54.95.140,56039,80,TCP,0,0.015,0,
192.168.3.131,65.54.95.140,56040,80,TCP,0,0.04,0,
192.168.3.131,65.54.95.140,56041,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56127,80,TCP,0,0.015,0,
192.168.3.131,65.54.95.140,56128,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56132,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56165,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56319,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.140,56358,80,TCP,0,0.01,0,
192.168.3.131,65.54.95.140,56359,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56360,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.140,56414,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56415,80,TCP,0,0.06,0,
192.168.3.131,65.54.95.140,56416,80,TCP,0,0.025,0,
192.168.3.131,65.54.95.140,56417,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56418,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56419,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56422,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56497,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56500,80,TCP,0,0.01,0,
192.168.3.131,65.54.95.140,56501,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56502,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56503,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.140,56504,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.142,55973,80,TCP,1,0.67,0,
192.168.3.131,65.54.95.142,56028,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.142,56029,80,TCP,0,0.07,0,
192.168.3.131,65.54.95.149,56423,80,TCP,0,0.245,0,
192.168.3.131,65.54.95.216,56044,80,TCP,0,0.075,0,
192.168.3.131,65.54.95.216,56133,80,TCP,0,0.095,0,
192.168.3.131,65.54.95.216,56166,80,TCP,0,0.05,0,
192.168.3.131,65.54.95.39,52248,80,TCP,0,0.055,0,
192.168.3.131,65.54.95.39,52257,80,TCP,0,0.115,0,
192.168.3.131,65.54.95.39,52266,80,TCP,0,0.05,0,
192.168.3.131,65.54.95.39,56055,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.39,56056,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.39,56059,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.39,56060,80,TCP,0,0.1,0,
192.168.3.131,65.54.95.39,56326,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.39,56363,80,TCP,0,0.015,0,
192.168.3.131,65.54.95.66,56057,80,TCP,0,0.02,0,
192.168.3.131,65.54.95.66,56505,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.68,56065,80,TCP,1,0.52,0,
192.168.3.131,65.54.95.68,56068,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56070,80,TCP,0,0.02,0,
192.168.3.131,65.54.95.68,56092,80,TCP,0,0.035,0,
192.168.3.131,65.54.95.68,56093,80,TCP,0,0.015,0,
192.168.3.131,65.54.95.68,56110,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.68,56112,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56140,80,TCP,0,0.075,0,
192.168.3.131,65.54.95.68,56160,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.68,56174,80,TCP,0,0.23,0,
192.168.3.131,65.54.95.68,56194,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56233,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56235,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56236,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56255,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56292,80,TCP,0,0.045,0,
192.168.3.131,65.54.95.68,56331,80,TCP,0,0.075,0,
192.168.3.131,65.54.95.68,56351,80,TCP,0,0.045,0,
192.168.3.131,65.54.95.68,56368,80,TCP,0,0.06,0,
192.168.3.131,65.54.95.68,56386,80,TCP,0,0.02,0,
192.168.3.131,65.54.95.68,56406,80,TCP,0,0.025,0,
192.168.3.131,65.54.95.68,56428,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56429,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56430,80,TCP,0,0.2308888888888889,0,
192.168.3.131,65.54.95.68,56433,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56434,80,TCP,0,0.09,0,
192.168.3.131,65.54.95.68,56457,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.68,56476,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56510,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.68,56511,80,TCP,0,0.115,0,
192.168.3.131,65.54.95.75,56064,80,TCP,0,0.255,0,
192.168.3.131,65.54.95.75,56066,80,TCP,0,0.025,0,
192.168.3.131,65.54.95.75,56067,80,TCP,0,0.04,0,
192.168.3.131,65.54.95.75,56069,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.75,56073,80,TCP,0,0.03,0,
192.168.3.131,65.54.95.75,56090,80,TCP,0,0.01,0,
192.168.3.131,65.54.95.75,56091,80,TCP,0,0.01,0,
192.168.3.131,65.54.95.75,56111,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56113,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56139,80,TCP,1,0.995,0,
192.168.3.131,65.54.95.75,56141,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56175,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.75,56213,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.75,56214,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.75,56234,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56256,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56257,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56313,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56314,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56332,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56369,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.75,56407,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56408,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.75,56427,80,TCP,1,0.98,0,
192.168.3.131,65.54.95.75,56435,80,TCP,0,0.03,0,
192.168.3.131,65.54.95.75,56436,80,TCP,0,0.01,0,
192.168.3.131,65.54.95.75,56438,80,TCP,0,0.005,0,
192.168.3.131,65.54.95.75,56454,80,TCP,0,0.01,0,
192.168.3.131,65.54.95.75,56455,80,TCP,0,0.01,0,
192.168.3.131,65.54.95.75,56456,80,TCP,0,0.01,0,
192.168.3.131,65.54.95.75,56477,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56478,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56479,80,TCP,0,0.0,0,
192.168.3.131,65.54.95.75,56509,80,TCP,0,0.275,0,
192.168.3.131,65.55.118.107,56035,80,TCP,0,0.02,0,
192.168.3.131,65.55.118.107,56324,80,TCP,0,0.035,0,
192.168.3.131,65.55.15.244,57180,80,TCP,0,0.0,0,
192.168.3.131,65.55.15.244,57180,5480,TCP,0,0.0,0,
192.168.3.131,65.55.17.37,55954,80,TCP,0,0.005,0,
192.168.3.131,65.55.17.37,55971,80,TCP,0,0.03,0,
192.168.3.131,65.55.206.199,56022,80,TCP,0,0.155,0,
192.168.3.131,65.55.206.199,56034,80,TCP,0,0.005,0,
192.168.3.131,65.55.206.199,56411,80,TCP,0,0.135,0,
192.168.3.131,65.55.206.209,55953,80,TCP,0,0.175,0,
192.168.3.131,65.55.206.9,57176,80,TCP,0,0.0,0,
192.168.3.131,65.55.206.9,57176,5480,TCP,0,0.0,0,
192.168.3.131,65.55.239.163,55958,80,TCP,0,0.005,0,
192.168.3.131,65.55.5.231,55959,80,TCP,0,0.0,0,
192.168.3.131,65.55.5.232,55957,80,TCP,0,0.0,0,
192.168.3.131,65.55.5.232,55962,80,TCP,0,0.005,0,
192.168.3.131,65.55.57.251,57058,80,TCP,0,0.035,0,
192.168.3.131,65.55.57.251,57058,5480,TCP,0,0.035,0,
192.168.3.131,66.220.149.32,56048,80,TCP,0,0.025,0,
192.168.3.131,66.235.133.62,56053,80,TCP,0,0.14,0,
192.168.3.131,66.235.133.62,56134,80,TCP,0,0.14,0,
192.168.3.131,66.235.133.62,56323,80,TCP,0,0.325,0,
192.168.3.131,66.235.133.62,56361,80,TCP,0,0.325,0,
192.168.3.131,66.235.136.89,57242,443,TCP,0,0.06,0,
192.168.3.131,66.235.136.89,57242,8443,TCP,0,0.06,0,
192.168.3.131,66.235.136.89,57250,443,TCP,0,0.005,0,
192.168.3.131,66.235.136.89,57250,8443,TCP,0,0.005,0,
192.168.3.131,66.235.139.121,55956,80,TCP,0,0.005,0,
192.168.3.131,66.235.139.121,56021,80,TCP,0,0.015,0,
192.168.3.131,66.235.139.121,56050,80,TCP,0,0.085,0,
192.168.3.131,66.235.139.121,56126,80,TCP,0,0.46,0,
192.168.3.131,66.235.139.121,56161,80,TCP,0,0.095,0,
192.168.3.131,66.235.139.121,56317,80,TCP,0,0.09,0,
192.168.3.131,66.235.139.121,56356,80,TCP,0,0.065,0,
192.168.3.131,66.235.139.121,56401,80,TCP,0,0.005,0,
192.168.3.131,66.235.139.121,56494,80,TCP,0,0.325,0,
192.168.3.131,69.63.181.15,57192,80,TCP,0,0.0,0,
192.168.3.131,69.63.181.15,57192,5480,TCP,0,0.0,0,
192.168.3.131,69.63.181.15,57198,80,TCP,0,0.0,0,
192.168.3.131,69.63.181.15,57198,5480,TCP,0,0.0,0,
192.168.3.131,72.14.203.102,57878,80,TCP,0,0.015,0,
192.168.3.131,72.14.213.101,55968,80,TCP,0,0.015,0,
192.168.3.131,72.14.213.101,57024,80,TCP,0,0.03,0,
192.168.3.131,72.14.213.102,52201,443,TCP,0,0.02,0,
192.168.3.131,72.14.213.102,52202,443,TCP,0,0.025,0,
192.168.3.131,72.14.213.102,52203,443,TCP,0,0.02,0,
192.168.3.131,72.14.213.102,52204,443,TCP,0,0.015,0,
192.168.3.131,72.14.213.102,52205,443,TCP,0,0.01,0,
192.168.3.131,72.14.213.102,52206,443,TCP,0,0.015,0,
192.168.3.131,72.14.213.102,52207,443,TCP,0,0.02,0,
192.168.3.131,72.14.213.102,52208,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.102,52209,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.102,52210,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.102,52211,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.102,52212,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.102,52213,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.102,52214,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.102,52215,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.102,55950,80,TCP,0,0.01,0,
192.168.3.131,72.14.213.103,57879,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57880,80,TCP,0,0.015,0,
192.168.3.131,72.14.213.103,57881,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57882,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57883,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57884,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57885,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57886,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57887,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57888,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57889,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57890,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57891,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57892,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57893,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57894,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57895,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57896,80,TCP,0,0.005,0,
192.168.3.131,72.14.213.103,57897,80,TCP,0,0.01,0,
192.168.3.131,72.14.213.103,57898,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57899,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57900,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57901,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.103,57902,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.105,57721,443,TCP,0,0.0,0,
192.168.3.131,72.14.213.105,57838,80,TCP,0,0.0,0,
192.168.3.131,72.14.213.120,52497,443,TCP,0,0.03,0,
192.168.3.131,72.14.213.132,52399,443,TCP,0,0.005,0,
192.168.3.131,72.14.213.132,52402,443,TCP,0,0.025,0,
192.168.3.131,72.14.213.138,57011,80,TCP,0,0.01,0,
192.168.3.131,72.14.213.138,58769,80,TCP,1,0.705,0,
192.168.3.131,72.14.213.138,58770,80,TCP,0,0.005,0,
192.168.3.131,72.14.213.147,52152,443,TCP,0,0.01,0,
192.168.3.131,72.14.213.147,57839,80,TCP,0,0.01,0,
192.168.3.131,72.14.213.147,57847,80,TCP,0,0.015,0,
192.168.3.131,72.14.213.148,56424,80,TCP,0,0.13,0,
192.168.3.131,72.14.213.149,56421,80,TCP,0,0.215,0,
192.168.3.131,72.14.213.156,57071,80,TCP,0,0.01,0,
192.168.3.131,72.14.213.156,57230,80,TCP,0,0.01,0,
192.168.3.131,72.14.213.156,57231,80,TCP,0,0.01,0,
192.168.3.131,72.14.213.167,57032,80,TCP,0,0.005,0,
192.168.3.131,72.14.213.18,49673,443,TCP,0,0.185,0,
192.168.3.131,74.125.127.148,57213,80,TCP,0,0.0,0,
192.168.3.131,74.125.127.148,57213,5480,TCP,0,0.0,0,
192.168.3.131,74.217.50.10,57038,80,TCP,0,0.0,0,
192.168.3.131,76.74.140.168,56327,80,TCP,0,0.025,0,
192.168.3.131,76.74.140.168,56328,80,TCP,0,0.01,0,
192.168.3.131,76.74.140.168,56499,80,TCP,0,0.025,0,
192.168.3.90,10.0.2.15,139,1095,TCP,0,0.01,0,
192.168.3.90,192.168.3.131,445,49166,TCP,0,0.33,0,
192.168.3.99,192.168.3.131,161,52400,UDP,0,0.005,0,
194.165.188.76,172.16.255.1,443,10635,TCP,0,0.425,0,
194.165.188.79,172.16.255.1,443,10627,TCP,0,0.185,0,
194.171.12.150,172.16.255.1,44386,50983,UDP,0,0.005,0,
194.192.199.252,172.16.255.1,443,10667,TCP,0,0.015,0,
195.27.155.11,192.168.3.131,80,56061,TCP,0,0.015,0,
195.27.155.40,192.168.3.131,80,57949,TCP,0,0.0,0,
198.104.200.146,10.0.2.15,80,2539,TCP,0,0.18,0,
198.104.200.146,10.0.2.15,5480,2539,TCP,0,0.18,0,
2.120.66.172,172.16.255.1,23852,50983,UDP,0,0.0,0,
204.14.234.101,192.168.3.131,443,57231,TCP,0,0.04,0,
204.14.234.101,192.168.3.131,443,57233,TCP,0,0.046,0,
204.14.234.101,192.168.3.131,8443,57231,TCP,0,0.04,0,
204.14.234.101,192.168.3.131,8443,57233,TCP,0,0.046,0,
204.14.234.85,192.168.3.131,80,57229,TCP,0,0.015,0,
204.14.234.85,192.168.3.131,443,57243,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,443,57244,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,443,57245,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,443,57246,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,443,57247,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,443,57248,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,443,57249,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,5480,57229,TCP,0,0.015,0,
204.14.234.85,192.168.3.131,8443,57243,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,8443,57244,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,8443,57245,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,8443,57246,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,8443,57247,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,8443,57248,TCP,0,0.0,0,
204.14.234.85,192.168.3.131,8443,57249,TCP,0,0.0,0,
204.194.237.136,172.16.255.1,80,10668,TCP,0,0.005,0,
204.194.237.136,172.16.255.1,80,10669,TCP,0,0.1,0,
204.194.237.136,172.16.255.1,80,10670,TCP,0,0.0,0,
204.9.163.158,172.16.255.1,80,10616,TCP,0,0.0,0,
204.9.163.158,172.16.255.1,80,10617,TCP,0,0.045,0,
204.9.163.158,172.16.255.1,80,10618,TCP,0,0.0,0,
204.9.163.158,172.16.255.1,80,10619,TCP,0,0.0,0,
204.9.163.158,172.16.255.1,80,10620,TCP,0,0.0,0,
204.9.163.158,172.16.255.1,80,10630,TCP,0,0.005,0,
204.9.163.158,172.16.255.1,80,10714,TCP,0,0.0,0,
204.9.163.166,192.168.3.131,80,58381,TCP,0,0.17,0,
204.9.163.166,192.168.3.131,80,58411,TCP,0,0.09,0,
204.9.163.166,192.168.3.131,80,58443,TCP,0,0.07,0,
204.9.163.166,192.168.3.131,80,58547,TCP,0,0.085,0,
204.9.163.166,192.168.3.131,80,58795,TCP,0,0.4,0,
204.9.163.166,192.168.3.131,80,58831,TCP,0,0.085,0,
204.9.163.181,172.16.255.1,443,10639,TCP,0,0.0,0,
204.9.163.181,172.16.255.1,443,10640,TCP,0,0.0,0,
204.9.163.181,172.16.255.1,443,10641,TCP,0,0.0,0,
204.9.163.181,172.16.255.1,443,10642,TCP,0,0.0,0,
204.9.163.181,172.16.255.1,443,10643,TCP,0,0.0,0,
204.9.163.184,172.16.255.1,443,10637,TCP,0,0.03,0,
206.108.207.138,192.168.3.131,80,56058,TCP,0,0.0,0,
206.108.207.139,192.168.3.131,80,55960,TCP,0,0.025,0,
206.108.207.145,192.168.3.131,80,56054,TCP,0,0.04,0,
206.108.207.155,192.168.3.131,80,56168,TCP,0,0.02,0,
206.108.207.155,192.168.3.131,80,56169,TCP,0,0.005,0,
206.108.207.163,192.168.3.131,80,56049,TCP,0,0.31,0,
206.108.207.163,192.168.3.131,80,56136,TCP,0,0.01,0,
207.172.53.166,172.16.255.1,42304,50983,UDP,0,0.02,0,
207.46.0.109,192.168.3.131,80,56051,TCP,0,0.0,0,
207.46.0.109,192.168.3.131,80,56320,TCP,0,0.01,0,
207.46.105.186,10.0.2.15,80,2540,TCP,0,0.015,0,
207.46.105.186,10.0.2.15,5480,2540,TCP,0,0.015,0,
207.46.113.78,10.0.2.15,443,2542,TCP,0,0.02,0,
207.46.113.78,10.0.2.15,443,2544,TCP,0,0.005,0,
207.46.113.78,10.0.2.15,5443,2542,TCP,0,0.02,0,
207.46.113.78,10.0.2.15,5443,2544,TCP,0,0.005,0,
207.46.125.253,10.0.2.15,7001,2532,UDP,0,0.0,0,
207.46.125.253,10.0.2.15,7001,2535,UDP,0,0.0,0,
207.46.125.254,10.0.2.15,7001,2532,UDP,0,0.0,0,
207.46.125.254,10.0.2.15,7001,2538,UDP,0,0.0,0,
207.46.148.38,192.168.3.131,80,55955,TCP,0,0.17,0,
207.46.148.38,192.168.3.131,80,56042,TCP,0,0.095,0,
207.46.148.38,192.168.3.131,80,56052,TCP,0,0.005,0,
207.46.148.38,192.168.3.131,80,56129,TCP,0,0.01,0,
207.46.148.38,192.168.3.131,80,56135,TCP,0,0.005,0,
207.46.148.38,192.168.3.131,80,56163,TCP,0,0.235,0,
207.46.148.38,192.168.3.131,80,56318,TCP,0,0.0,0,
207.46.148.38,192.168.3.131,80,56325,TCP,0,0.0,0,
207.46.148.38,192.168.3.131,80,56357,TCP,0,0.02,0,
207.46.148.38,192.168.3.131,80,56362,TCP,0,0.01,0,
207.46.148.38,192.168.3.131,80,56420,TCP,0,0.06,0,
207.46.148.38,192.168.3.131,80,56495,TCP,0,0.01,0,
207.46.148.38,192.168.3.131,80,56506,TCP,0,0.0,0,
207.46.216.54,192.168.3.131,80,55972,TCP,0,0.085,0,
207.46.216.54,192.168.3.131,80,57191,TCP,0,0.0,0,
207.46.216.54,192.168.3.131,5480,57191,TCP,0,0.0,0,
207.46.96.145,10.0.2.15,80,2529,TCP,0,0.0,0,
207.46.96.145,10.0.2.15,5480,2529,TCP,0,0.0,0,
207.47.250.146,172.16.255.1,52634,50983,UDP,0,0.0,0,
208.50.77.134,192.168.3.131,80,57186,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,80,57201,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,80,57202,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,80,57203,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,80,57204,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,80,57205,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,5480,57186,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,5480,57201,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,5480,57202,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,5480,57203,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,5480,57204,TCP,0,0.0,0,
208.50.77.134,192.168.3.131,5480,57205,TCP,0,0.0,0,
208.50.77.136,192.168.3.131,80,57121,TCP,0,0.0,0,
208.50.77.136,192.168.3.131,5480,57121,TCP,0,0.0,0,
208.50.77.73,192.168.3.131,80,57149,TCP,0,0.0,0,
208.50.77.73,192.168.3.131,80,57150,TCP,0,0.0,0,
208.50.77.73,192.168.3.131,80,57173,TCP,0,0.0,0,
208.50.77.73,192.168.3.131,5480,57149,TCP,0,0.0,0,
208.50.77.73,192.168.3.131,5480,57150,TCP,0,0.0,0,
208.50.77.73,192.168.3.131,5480,57173,TCP,0,0.0,0,
208.50.77.97,192.168.3.131,80,57145,TCP,0,0.0,0,
208.50.77.97,192.168.3.131,80,57147,TCP,0,0.0,0,
208.50.77.97,192.168.3.131,80,57174,TCP,0,0.0,0,
208.50.77.97,192.168.3.131,5480,57145,TCP,0,0.0,0,
208.50.77.97,192.168.3.131,5480,57147,TCP,0,0.0,0,
208.50.77.97,192.168.3.131,5480,57174,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58264,TCP,0,0.165,0,
208.82.236.129,192.168.3.131,80,58265,TCP,0,0.005,0,
208.82.236.129,192.168.3.131,80,58272,TCP,0,0.005,0,
208.82.236.129,192.168.3.131,80,58303,TCP,0,0.115,0,
208.82.236.129,192.168.3.131,80,58304,TCP,0,0.015,0,
208.82.236.129,192.168.3.131,80,58305,TCP,0,0.005,0,
208.82.236.129,192.168.3.131,80,58310,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58327,TCP,0,0.005,0,
208.82.236.129,192.168.3.131,80,58350,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58360,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58388,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58410,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58416,TCP,0,0.005,0,
208.82.236.129,192.168.3.131,80,58434,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58439,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58440,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58464,TCP,0,0.005,0,
208.82.236.129,192.168.3.131,80,58485,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58487,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58542,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58544,TCP,0,0.055,0,
208.82.236.129,192.168.3.131,80,58608,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58666,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58667,TCP,0,0.015,0,
208.82.236.129,192.168.3.131,80,58737,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58750,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58757,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58766,TCP,0,0.01,0,
208.82.236.129,192.168.3.131,80,58777,TCP,0,0.035,0,
208.82.236.129,192.168.3.131,80,58786,TCP,0,0.0,0,
208.82.236.129,192.168.3.131,80,58788,TCP,0,0.01,0,
208.82.236.129,192.168.3.131,80,58830,TCP,0,0.0,0,
208.82.236.130,192.168.3.131,80,58351,TCP,0,0.005,0,
208.82.236.130,192.168.3.131,80,58352,TCP,0,0.015,0,
208.82.236.130,192.168.3.131,80,58353,TCP,0,0.01,0,
208.82.236.130,192.168.3.131,80,58361,TCP,0,0.0,0,
208.82.236.130,192.168.3.131,80,58377,TCP,0,0.0,0,
208.82.236.130,192.168.3.131,80,58378,TCP,0,0.005,0,
208.82.236.130,192.168.3.131,80,58389,TCP,0,0.0,0,
208.82.236.130,192.168.3.131,80,58417,TCP,0,0.0,0,
208.82.236.130,192.168.3.131,80,58486,TCP,0,0.005,0,
208.82.236.130,192.168.3.131,80,58490,TCP,0,0.0,0,
208.82.236.130,192.168.3.131,80,58517,TCP,0,0.025,0,
208.82.236.130,192.168.3.131,80,58543,TCP,0,0.005,0,
208.82.236.130,192.168.3.131,80,58609,TCP,0,0.025,0,
208.82.236.130,192.168.3.131,80,58668,TCP,0,0.01,0,
208.82.236.130,192.168.3.131,80,58787,TCP,0,0.015,0,
208.82.236.130,192.168.3.131,80,58793,TCP,0,0.0,0,
208.82.236.130,192.168.3.131,80,58794,TCP,0,0.0,0,
208.82.238.129,192.168.3.131,80,58362,TCP,0,0.3261619001385377,0,
208.88.186.242,172.16.255.1,13392,50983,UDP,1,0.9999158639416134,0,
208.88.186.244,172.16.255.1,13392,50983,UDP,0,0.015,0,
209.105.148.72,172.16.255.1,56138,50983,UDP,1,0.9999158639416134,0,
209.17.73.30,192.168.3.131,80,58789,TCP,0,0.005,0,
209.17.73.30,192.168.3.131,80,58790,TCP,0,0.005,0,
212.50.66.122,172.16.255.1,52091,50983,UDP,0,0.0,0,
212.8.163.80,172.16.255.1,43400,50983,UDP,1,0.9999158639416134,0,
212.8.163.80,172.16.255.1,54900,50983,UDP,0,0.065,0,
212.8.166.36,172.16.255.1,443,10636,TCP,0,0.42,0,
213.146.189.205,172.16.255.1,443,10688,TCP,0,0.02,0,
213.19.120.150,172.16.255.1,16763,50983,UDP,0,0.0,0,
213.64.95.196,172.16.255.1,7892,50983,UDP,0,0.0,0,
217.174.56.245,172.16.255.1,8395,50983,UDP,0,0.0,0,
218.166.122.86,172.16.255.1,22511,50983,UDP,0,0.02,0,
218.173.246.133,172.16.255.1,21363,50983,UDP,0,0.0,0,
24.192.137.36,172.16.255.1,45156,50983,UDP,0,0.0,0,
24.193.140.50,172.16.255.1,9911,50983,UDP,0,0.0299976068346469,0,
24.54.5.14,172.16.255.1,23389,50983,UDP,0,0.0,0,
24.78.140.118,172.16.255.1,24884,50983,UDP,0,0.13,0,
63.215.202.48,192.168.3.131,80,55966,TCP,0,0.01,0,
63.215.202.49,192.168.3.131,80,55967,TCP,0,0.015,0,
64.4.35.57,10.0.2.15,1863,2550,TCP,0,0.08,0,
64.4.35.57,10.0.2.15,61863,2550,TCP,0,0.08,0,
